"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ColorMaterial.ColorMaterial","0","6","7","1","7.389517","0","7"
"/DatasmithContent/Materials/StdDecal/M_StdDecal.M_StdDecal","0","0","47","1","0.000000","0","0"
"/DatasmithContent/Materials/StdOpaque/M_StdOpaque.M_StdOpaque","0","0","64","1","0.000000","0","0"
"/DatasmithContent/Materials/StdTranslucent/M_StdTranslucent.M_StdTranslucent","0","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","54","6","0.000000","0","7"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","32","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","32","1","0.000000","0","0"
"/DatasmithContent/Materials/StdEmissive/M_StdEmissive.M_StdEmissive","0","0","48","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","0","0","2","1","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Floor.HDRI_Projection_Floor","0","0","6","2","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Sky.HDRI_Projection_Sky","0","0","4","2","0.000000","0","0"
"/Game/Materials/Shell/BitController_Shell.BitController_Shell","0","0","3","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","0","152","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","0","52","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","0","136","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","136","6","0.000000","0","0"
"/InterchangeAssets/Materials/FBXLegacyPhongSurfaceMaterial.FBXLegacyPhongSurfaceMaterial","0","0","9","1","0.000000","0","0"
"/Game/Materials/Buttons/BitController_Buttons.BitController_Buttons","0","0","3","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","0","108","6","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpacityReference.CE_OpacityReference","0","0","12","1","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpacitySimpleReference.CE_OpacitySimpleReference","0","0","32","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","0","0","152","6","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpaqueReference.CE_OpaqueReference","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","606","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","0","0","14","2","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","18","1","0.000000","0","0"
"/MeshModelingToolsetExp/Materials/PointSetOverlaidComponentMaterial.PointSetOverlaidComponentMaterial","0","0","11","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","0","0","7","1","0.000000","0","7"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","42","2","0.000000","0","0"
"/DatasmithContent/Materials/C4DReference.C4DReference","0","0","3","1","0.000000","0","0"
"/DatasmithContent/Materials/RevitReference.RevitReference","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/LineSetComponentMaterial.LineSetComponentMaterial","0","0","11","1","0.000000","0","0"
"/DatasmithContent/Materials/SketchUpReference.SketchUpReference","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","31","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","94","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","0","7","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","0","7","1","0.000000","0","0"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","0","0","17","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","18","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","25","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","6","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MoviePipeline_StencilCutout.MoviePipeline_StencilCutout","0","0","18","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","7","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","36","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","7","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","63","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","6","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","12","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","36","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","11","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","0","7","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","7","1","0.000000","0","0"
"/SunPosition/Editor/M_ArrowColor.M_ArrowColor","0","0","3","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Game/ColorMaterial.ColorMaterial","49","8","9","1","0.000000","0","9"
"/DatasmithContent/Materials/StdDecal/M_StdDecal.M_StdDecal","49","0","47","1","0.000000","0","0"
"/DatasmithContent/Materials/StdOpaque/M_StdOpaque.M_StdOpaque","49","0","109","1","0.000000","0","0"
"/DatasmithContent/Materials/StdTranslucent/M_StdTranslucent.M_StdTranslucent","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","70","6","0.000000","0","9"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","40","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","40","1","0.000000","0","0"
"/DatasmithContent/Materials/StdEmissive/M_StdEmissive.M_StdEmissive","49","0","86","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","0","4","1","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Floor.HDRI_Projection_Floor","49","0","10","2","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Sky.HDRI_Projection_Sky","49","0","8","2","0.000000","0","0"
"/Game/Materials/Shell/BitController_Shell.BitController_Shell","49","0","8","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","0","164","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","0","64","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","0","164","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","164","6","0.000000","0","0"
"/InterchangeAssets/Materials/FBXLegacyPhongSurfaceMaterial.FBXLegacyPhongSurfaceMaterial","49","0","16","1","0.000000","0","0"
"/Game/Materials/Buttons/BitController_Buttons.BitController_Buttons","49","0","8","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","0","194","6","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpacityReference.CE_OpacityReference","49","0","16","1","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpacitySimpleReference.CE_OpacitySimpleReference","49","0","40","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","49","0","226","6","0.000000","0","0"
"/DatasmithContent/Materials/CE_OpaqueReference.CE_OpaqueReference","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","1775","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","0","18","2","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","20","1","0.000000","0","0"
"/MeshModelingToolsetExp/Materials/PointSetOverlaidComponentMaterial.PointSetOverlaidComponentMaterial","49","0","13","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","0","9","1","0.000000","0","9"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","50","2","0.000000","0","0"
"/DatasmithContent/Materials/C4DReference.C4DReference","49","0","5","1","0.000000","0","0"
"/DatasmithContent/Materials/RevitReference.RevitReference","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/LineSetComponentMaterial.LineSetComponentMaterial","49","0","15","1","0.000000","0","0"
"/DatasmithContent/Materials/SketchUpReference.SketchUpReference","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","31","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","71","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","5","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","94","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","0","9","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","13","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","0","9","1","0.000000","0","0"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","49","0","17","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","63","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","11","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","5","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MoviePipeline_StencilCutout.MoviePipeline_StencilCutout","49","0","22","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","9","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","38","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","9","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","71","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","75","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","8","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","38","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","13","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","16","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","0","9","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","16","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","9","1","0.000000","0","0"
"/SunPosition/Editor/M_ArrowColor.M_ArrowColor","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
